Date,운영차압,비플럭스,원수 수온,원수 탁도,원수 TDS,원수 전기전도도,원수 pH,유입압력,생산량,is_operating,cycle_id,rain,temp
2021-06-10 13:00:01,3.859999999999999,4.674013171068938,19.06,2.1856367924528306,337.83599999999996,563.06,6.93,9.61,839.59,True,5,0.0,29.87351879317285
2021-06-10 14:00:01,3.790000000000001,4.636936329186732,19.11,2.1814976415094343,338.50199999999995,564.17,6.93,9.46,819.97,True,5,0.0,29.70666533574065
2021-06-10 15:00:01,3.880000000000001,4.6241050936737365,19.09,2.177358490566038,338.784,564.64,6.93,9.63,832.88,True,5,0.0,28.571019292270105
2021-06-10 16:00:01,3.91,4.606283041880405,19.09,2.173219339622642,338.766,564.61,6.93,9.65,830.46,True,5,0.0,28.210215680555017
2021-06-10 17:00:01,3.93,4.639496624463616,19.05,2.1690801886792457,338.57399999999996,564.29,6.93,9.69,838.71,True,5,0.0,27.629813874697472
2021-06-10 18:00:01,3.879999999999999,4.625602714847552,19.01,2.1649410377358493,338.34599999999995,563.91,6.93,9.61,828.21,True,5,0.0,25.531013379088257
2021-06-10 19:00:01,3.29,4.760300466236293,19.01,2.160801886792453,338.29200000000003,563.82,6.93,8.57,755.89,True,5,0.0,24.496294045337503
2021-06-10 20:00:01,3.2699999999999996,4.749552251126905,19.03,2.156662735849057,338.36400000000003,563.94,6.93,8.5,747.58,True,5,0.1695402298850575,24.85216072234301
2021-06-10 21:00:01,3.329999999999999,4.746342350569406,18.99,2.1525235849056608,338.406,564.01,6.93,8.62,757.44,True,5,0.1695402298850575,25.018858569927087
2021-06-10 22:00:01,3.33,4.738229884218539,18.96,2.1483844339622644,338.256,563.76,6.93,8.59,751.57,True,5,1.464080459770115,21.150494388407857
2021-06-10 23:00:01,3.2799999999999994,4.753991384014171,18.96,2.144245283018868,337.89599999999996,563.16,6.93,8.51,747.08,True,5,2.958333333333334,19.81793186020729
2021-06-11 00:00:01,3.3100000000000005,4.74869907626796,18.94,2.140106132075472,337.512,562.52,6.93,8.56,750.14,True,5,2.1623563218390807,19.804321444686035
2021-06-11 01:00:01,3.290000000000001,4.765140544772926,18.92,2.135966981132076,337.212,562.02,6.93,8.55,752.03,True,5,2.1163793103448283,20.123180014613123
2021-06-11 02:00:01,3.33,4.727181542475497,18.9,2.1318278301886795,336.606,561.01,6.93,8.6,749.76,True,5,0.6020114942528737,20.95225426509523
2021-06-11 03:00:01,3.3100000000000005,4.776120472810521,18.86,2.127688679245283,335.262,558.77,6.93,8.56,752.54,True,5,0.2198275862068965,20.657315333996632
2021-06-11 04:00:01,3.33,4.741505397654473,18.85,2.1235495283018873,333.726,556.21,6.93,8.57,747.44,True,5,0.2945402298850575,20.23172936123298
2021-06-11 05:00:01,3.3100000000000005,4.777810103490716,18.8,2.119410377358491,332.472,554.12,6.93,8.58,754.06,True,5,0.0316091954022988,20.06851979136736
